Year,Month,Quarter,City,Store_Type,Customer_Category,Promotion,Revenue,Transactions,Avg_Order_Value,Total_Items
2022,December,4,Chicago,Supermarket,Professional,"No Promotion",526.42,10,52.64,62
2022,December,4,Chicago,Supermarket,Retiree,"BOGO (Buy One Get One)",642.30,11,58.39,70
2022,December,4,Chicago,Supermarket,Retiree,"Discount on Selected Items",358.61,8,44.83,24
2022,December,4,Chicago,Supermarket,Retiree,"No Promotion",564.98,12,47.08,70
2022,December,4,Chicago,Supermarket,"Senior Citizen","BOGO (Buy One Get One)",793.54,15,52.90,83
2022,December,4,Chicago,Supermarket,"Senior Citizen","Discount on Selected Items",837.75,16,52.36,97
2022,December,4,Chicago,Supermarket,"Senior Citizen","No Promotion",870.02,17,51.18,87
2022,December,4,Chicago,Supermarket,Student,"BOGO (Buy One Get One)",661.38,15,44.09,98
2022,December,4,Chicago,Supermarket,Student,"Discount on Selected Items",726.92,15,48.46,79
2022,December,4,Chicago,Supermarket,Student,"No Promotion",820.52,17,48.27,86
2022,December,4,Chicago,Supermarket,Teenager,"BOGO (Buy One Get One)",776.74,13,59.75,36
2022,December,4,Chicago,Supermarket,Teenager,"Discount on Selected Items",538.72,12,44.89,59
2022,December,4,Chicago,Supermarket,Teenager,"No Promotion",652.32,12,54.36,71
2022,December,4,Chicago,Supermarket,"Young Adult","BOGO (Buy One Get One)",976.23,15,65.08,106
2022,December,4,Chicago,Supermarket,"Young Adult","Discount on Selected Items",600.82,10,60.08,51
2022,December,4,Chicago,Supermarket,"Young Adult","No Promotion",529.64,12,44.14,66
2022,December,4,Chicago,"Warehouse Club",Homemaker,"BOGO (Buy One Get One)",373.72,9,41.52,36
2022,December,4,Chicago,"Warehouse Club",Homemaker,"Discount on Selected Items",458.16,10,45.82,50
2022,December,4,Chicago,"Warehouse Club",Homemaker,"No Promotion",899.26,16,56.20,82
2022,December,4,Chicago,"Warehouse Club",Middle-Aged,"BOGO (Buy One Get One)",844.31,18,46.91,112
2022,December,4,Chicago,"Warehouse Club",Middle-Aged,"Discount on Selected Items",626.26,13,48.17,74
2022,December,4,Chicago,"Warehouse Club",Middle-Aged,"No Promotion",674.44,16,42.15,114
2022,December,4,Chicago,"Warehouse Club",Professional,"BOGO (Buy One Get One)",601.55,11,54.69,72
2022,December,4,Chicago,"Warehouse Club",Professional,"Discount on Selected Items",801.52,18,44.53,109
2022,December,4,Chicago,"Warehouse Club",Professional,"No Promotion",579.32,10,57.93,45
2022,December,4,Chicago,"Warehouse Club",Retiree,"BOGO (Buy One Get One)",653.28,10,65.33,44
2022,December,4,Chicago,"Warehouse Club",Retiree,"Discount on Selected Items",261.11,8,32.64,40
2022,December,4,Chicago,"Warehouse Club",Retiree,"No Promotion",1303.38,24,54.31,109
2022,December,4,Chicago,"Warehouse Club","Senior Citizen","BOGO (Buy One Get One)",758.07,14,54.15,92
2022,December,4,Chicago,"Warehouse Club","Senior Citizen","Discount on Selected Items",907.43,17,53.38,79
2022,December,4,Chicago,"Warehouse Club","Senior Citizen","No Promotion",576.48,13,44.34,44
2022,December,4,Chicago,"Warehouse Club",Student,"BOGO (Buy One Get One)",717.56,12,59.80,83
2022,December,4,Chicago,"Warehouse Club",Student,"Discount on Selected Items",966.54,14,69.04,59
2022,December,4,Chicago,"Warehouse Club",Student,"No Promotion",944.21,19,49.70,89
2022,December,4,Chicago,"Warehouse Club",Teenager,"BOGO (Buy One Get One)",531.29,11,48.30,56
2022,December,4,Chicago,"Warehouse Club",Teenager,"Discount on Selected Items",458.29,8,57.29,36
2022,December,4,Chicago,"Warehouse Club",Teenager,"No Promotion",1021.71,17,60.10,94
2022,December,4,Chicago,"Warehouse Club","Young Adult","BOGO (Buy One Get One)",616.43,12,51.37,52
2022,December,4,Chicago,"Warehouse Club","Young Adult","Discount on Selected Items",742.54,12,61.88,38
2022,December,4,Chicago,"Warehouse Club","Young Adult","No Promotion",936.59,15,62.44,75
2022,December,4,Dallas,"Convenience Store",Homemaker,"BOGO (Buy One Get One)",576.99,14,41.21,91
2022,December,4,Dallas,"Convenience Store",Homemaker,"Discount on Selected Items",471.40,11,42.85,58
2022,December,4,Dallas,"Convenience Store",Homemaker,"No Promotion",831.94,15,55.46,78
2022,December,4,Dallas,"Convenience Store",Middle-Aged,"BOGO (Buy One Get One)",768.80,15,51.25,104
2022,December,4,Dallas,"Convenience Store",Middle-Aged,"Discount on Selected Items",771.18,21,36.72,73
2022,December,4,Dallas,"Convenience Store",Middle-Aged,"No Promotion",479.61,8,59.95,26
2022,December,4,Dallas,"Convenience Store",Professional,"BOGO (Buy One Get One)",884.36,18,49.13,115
2022,December,4,Dallas,"Convenience Store",Professional,"Discount on Selected Items",758.89,13,58.38,66
2022,December,4,Dallas,"Convenience Store",Professional,"No Promotion",441.96,9,49.11,51
2022,December,4,Dallas,"Convenience Store",Retiree,"BOGO (Buy One Get One)",766.69,19,40.35,87
2022,December,4,Dallas,"Convenience Store",Retiree,"Discount on Selected Items",756.01,13,58.15,69
2022,December,4,Dallas,"Convenience Store",Retiree,"No Promotion",1031.08,17,60.65,101
2022,December,4,Dallas,"Convenience Store","Senior Citizen","BOGO (Buy One Get One)",398.15,10,39.82,66
2022,December,4,Dallas,"Convenience Store","Senior Citizen","Discount on Selected Items",859.03,20,42.95,116
2022,December,4,Dallas,"Convenience Store","Senior Citizen","No Promotion",484.00,10,48.40,50
2022,December,4,Dallas,"Convenience Store",Student,"BOGO (Buy One Get One)",913.82,20,45.69,101
2022,December,4,Dallas,"Convenience Store",Student,"Discount on Selected Items",431.97,9,48.00,58
2022,December,4,Dallas,"Convenience Store",Student,"No Promotion",1050.81,18,58.38,91
2022,December,4,Dallas,"Convenience Store",Teenager,"BOGO (Buy One Get One)",701.38,14,50.10,64
2022,December,4,Dallas,"Convenience Store",Teenager,"Discount on Selected Items",258.91,7,36.99,25
2022,December,4,Dallas,"Convenience Store",Teenager,"No Promotion",784.68,14,56.05,75
2022,December,4,Dallas,"Convenience Store","Young Adult","BOGO (Buy One Get One)",622.69,13,47.90,63
2022,December,4,Dallas,"Convenience Store","Young Adult","Discount on Selected Items",692.09,13,53.24,81
2022,December,4,Dallas,"Convenience Store","Young Adult","No Promotion",534.55,9,59.39,58
2022,December,4,Dallas,"Department Store",Homemaker,"BOGO (Buy One Get One)",1016.85,18,56.49,100
2022,December,4,Dallas,"Department Store",Homemaker,"Discount on Selected Items",871.78,17,51.28,91
2022,December,4,Dallas,"Department Store",Homemaker,"No Promotion",935.11,16,58.44,99
2022,December,4,Dallas,"Department Store",Middle-Aged,"BOGO (Buy One Get One)",742.89,15,49.53,96
2022,December,4,Dallas,"Department Store",Middle-Aged,"Discount on Selected Items",391.98,8,49.00,55
2022,December,4,Dallas,"Department Store",Middle-Aged,"No Promotion",730.81,12,60.90,69
2022,December,4,Dallas,"Department Store",Professional,"BOGO (Buy One Get One)",552.45,16,34.53,77
2022,December,4,Dallas,"Department Store",Professional,"Discount on Selected Items",787.44,17,46.32,106
2022,December,4,Dallas,"Department Store",Professional,"No Promotion",861.24,16,53.83,93
2022,December,4,Dallas,"Department Store",Retiree,"BOGO (Buy One Get One)",761.78,14,54.41,92
2022,December,4,Dallas,"Department Store",Retiree,"Discount on Selected Items",625.22,12,52.10,60
2022,December,4,Dallas,"Department Store",Retiree,"No Promotion",506.14,11,46.01,61
2022,December,4,Dallas,"Department Store","Senior Citizen","BOGO (Buy One Get One)",695.60,13,53.51,57
2022,December,4,Dallas,"Department Store","Senior Citizen","Discount on Selected Items",931.12,19,49.01,101
2022,December,4,Dallas,"Department Store","Senior Citizen","No Promotion",824.42,14,58.89,67
2022,December,4,Dallas,"Department Store",Student,"BOGO (Buy One Get One)",765.73,14,54.70,85
2022,December,4,Dallas,"Department Store",Student,"Discount on Selected Items",359.22,9,39.91,58
2022,December,4,Dallas,"Department Store",Student,"No Promotion",746.97,11,67.91,65
2022,December,4,Dallas,"Department Store",Teenager,"BOGO (Buy One Get One)",999.55,20,49.98,97
2022,December,4,Dallas,"Department Store",Teenager,"Discount on Selected Items",459.34,10,45.93,48
2022,December,4,Dallas,"Department Store",Teenager,"No Promotion",476.49,14,34.04,69
2022,December,4,Dallas,"Department Store","Young Adult","BOGO (Buy One Get One)",589.28,12,49.11,72
2022,December,4,Dallas,"Department Store","Young Adult","Discount on Selected Items",915.36,15,61.02,88
2022,December,4,Dallas,"Department Store","Young Adult","No Promotion",800.57,15,53.37,67
2022,December,4,Dallas,Pharmacy,Homemaker,"BOGO (Buy One Get One)",659.90,13,50.76,86
2022,December,4,Dallas,Pharmacy,Homemaker,"Discount on Selected Items",419.52,9,46.61,45
2022,December,4,Dallas,Pharmacy,Homemaker,"No Promotion",752.11,17,44.24,83
2022,December,4,Dallas,Pharmacy,Middle-Aged,"BOGO (Buy One Get One)",908.06,19,47.79,110
2022,December,4,Dallas,Pharmacy,Middle-Aged,"Discount on Selected Items",703.63,13,54.13,66
2022,December,4,Dallas,Pharmacy,Middle-Aged,"No Promotion",807.56,10,80.76,68
2022,December,4,Dallas,Pharmacy,Professional,"BOGO (Buy One Get One)",716.35,13,55.10,69
2022,December,4,Dallas,Pharmacy,Professional,"Discount on Selected Items",1160.26,18,64.46,85
2022,December,4,Dallas,Pharmacy,Professional,"No Promotion",801.79,19,42.20,111
2022,December,4,Dallas,Pharmacy,Retiree,"BOGO (Buy One Get One)",894.78,14,63.91,85
2022,December,4,Dallas,Pharmacy,Retiree,"Discount on Selected Items",768.13,12,64.01,69
2022,December,4,Dallas,Pharmacy,Retiree,"No Promotion",751.82,15,50.12,75
2022,December,4,Dallas,Pharmacy,"Senior Citizen","BOGO (Buy One Get One)",573.13,12,47.76,53
2022,December,4,Dallas,Pharmacy,"Senior Citizen","Discount on Selected Items",908.72,16,56.80,92
2022,December,4,Dallas,Pharmacy,"Senior Citizen","No Promotion",634.44,12,52.87,64
2022,December,4,Dallas,Pharmacy,Student,"BOGO (Buy One Get One)",550.89,11,50.08,64
2022,December,4,Dallas,Pharmacy,Student,"Discount on Selected Items",635.41,12,52.95,79
2022,December,4,Dallas,Pharmacy,Student,"No Promotion",621.87,13,47.84,60
2022,December,4,Dallas,Pharmacy,Teenager,"BOGO (Buy One Get One)",922.03,17,54.24,96
2022,December,4,Dallas,Pharmacy,Teenager,"Discount on Selected Items",626.53,11,56.96,76
2022,December,4,Dallas,Pharmacy,Teenager,"No Promotion",1317.48,22,59.89,124
2022,December,4,Dallas,Pharmacy,"Young Adult","BOGO (Buy One Get One)",581.60,11,52.87,49
2022,December,4,Dallas,Pharmacy,"Young Adult","Discount on Selected Items",261.15,8,32.64,51
2022,December,4,Dallas,Pharmacy,"Young Adult","No Promotion",463.55,11,42.14,55
2022,December,4,Dallas,"Specialty Store",Homemaker,"BOGO (Buy One Get One)",480.87,11,43.72,66
2022,December,4,Dallas,"Specialty Store",Homemaker,"Discount on Selected Items",680.17,13,52.32,84
2022,December,4,Dallas,"Specialty Store",Homemaker,"No Promotion",767.36,11,69.76,68
2022,December,4,Dallas,"Specialty Store",Middle-Aged,"BOGO (Buy One Get One)",819.43,14,58.53,78
2022,December,4,Dallas,"Specialty Store",Middle-Aged,"Discount on Selected Items",717.57,14,51.26,79
2022,December,4,Dallas,"Specialty Store",Middle-Aged,"No Promotion",751.01,18,41.72,80
2022,December,4,Dallas,"Specialty Store",Professional,"BOGO (Buy One Get One)",672.14,14,48.01,85
2022,December,4,Dallas,"Specialty Store",Professional,"Discount on Selected Items",569.46,18,31.64,91
2022,December,4,Dallas,"Specialty Store",Professional,"No Promotion",1256.29,24,52.35,109
2022,December,4,Dallas,"Specialty Store",Retiree,"BOGO (Buy One Get One)",986.44,15,65.76,82
2022,December,4,Dallas,"Specialty Store",Retiree,"Discount on Selected Items",666.09,11,60.55,50
2022,December,4,Dallas,"Specialty Store",Retiree,"No Promotion",981.87,19,51.68,103
2022,December,4,Dallas,"Specialty Store","Senior Citizen","BOGO (Buy One Get One)",505.42,11,45.95,59
2022,December,4,Dallas,"Specialty Store","Senior Citizen","Discount on Selected Items",683.59,15,45.57,90
2022,December,4,Dallas,"Specialty Store","Senior Citizen","No Promotion",562.26,13,43.25,72
2022,December,4,Dallas,"Specialty Store",Student,"BOGO (Buy One Get One)",331.72,7,47.39,42
2022,December,4,Dallas,"Specialty Store",Student,"Discount on Selected Items",365.78,8,45.72,40
2022,December,4,Dallas,"Specialty Store",Student,"No Promotion",614.64,13,47.28,70
2022,December,4,Dallas,"Specialty Store",Teenager,"BOGO (Buy One Get One)",741.46,13,57.04,81
2022,December,4,Dallas,"Specialty Store",Teenager,"Discount on Selected Items",490.76,8,61.35,50
2022,December,4,Dallas,"Specialty Store",Teenager,"No Promotion",656.42,11,59.67,66
2022,December,4,Dallas,"Specialty Store","Young Adult","BOGO (Buy One Get One)",783.64,16,48.98,69
2022,December,4,Dallas,"Specialty Store","Young Adult","Discount on Selected Items",880.55,15,58.70,83
2022,December,4,Dallas,"Specialty Store","Young Adult","No Promotion",944.01,17,55.53,95
2022,December,4,Dallas,Supermarket,Homemaker,"BOGO (Buy One Get One)",865.06,16,54.07,74
2022,December,4,Dallas,Supermarket,Homemaker,"Discount on Selected Items",856.72,18,47.60,107
2022,December,4,Dallas,Supermarket,Homemaker,"No Promotion",659.16,14,47.08,87
2022,December,4,Dallas,Supermarket,Middle-Aged,"BOGO (Buy One Get One)",865.42,15,57.69,74
2022,December,4,Dallas,Supermarket,Middle-Aged,"Discount on Selected Items",489.26,8,61.16,54
2022,December,4,Dallas,Supermarket,Middle-Aged,"No Promotion",608.96,11,55.36,61
2022,December,4,Dallas,Supermarket,Professional,"BOGO (Buy One Get One)",718.90,12,59.91,56
2022,December,4,Dallas,Supermarket,Professional,"Discount on Selected Items",757.43,12,63.12,64
2022,December,4,Dallas,Supermarket,Professional,"No Promotion",598.33,11,54.39,63
2022,December,4,Dallas,Supermarket,Retiree,"BOGO (Buy One Get One)",875.96,13,67.38,79
2022,December,4,Dallas,Supermarket,Retiree,"Discount on Selected Items",821.96,15,54.80,94
2022,December,4,Dallas,Supermarket,Retiree,"No Promotion",1061.52,20,53.08,90
2022,December,4,Dallas,Supermarket,"Senior Citizen","BOGO (Buy One Get One)",386.38,12,32.20,58
2022,December,4,Dallas,Supermarket,"Senior Citizen","Discount on Selected Items",538.79,11,48.98,49
2022,December,4,Dallas,Supermarket,"Senior Citizen","No Promotion",803.09,14,57.36,75
2022,December,4,Dallas,Supermarket,Student,"BOGO (Buy One Get One)",681.52,10,68.15,61
2022,December,4,Dallas,Supermarket,Student,"Discount on Selected Items",824.84,17,48.52,95
2022,December,4,Dallas,Supermarket,Student,"No Promotion",730.23,14,52.16,90
2022,December,4,Dallas,Supermarket,Teenager,"BOGO (Buy One Get One)",1063.93,18,59.11,89
2022,December,4,Dallas,Supermarket,Teenager,"Discount on Selected Items",527.77,11,47.98,67
2022,December,4,Dallas,Supermarket,Teenager,"No Promotion",944.48,15,62.97,90
2022,December,4,Dallas,Supermarket,"Young Adult","BOGO (Buy One Get One)",436.50,9,48.50,61
2022,December,4,Dallas,Supermarket,"Young Adult","Discount on Selected Items",594.02,13,45.69,60
2022,December,4,Dallas,Supermarket,"Young Adult","No Promotion",644.83,15,42.99,96
2022,December,4,Dallas,"Warehouse Club",Homemaker,"BOGO (Buy One Get One)",1018.15,18,56.56,98
2022,December,4,Dallas,"Warehouse Club",Homemaker,"Discount on Selected Items",806.17,14,57.58,82
2022,December,4,Dallas,"Warehouse Club",Homemaker,"No Promotion",711.82,12,59.32,69
2022,December,4,Dallas,"Warehouse Club",Middle-Aged,"BOGO (Buy One Get One)",174.62,5,34.92,32
2022,December,4,Dallas,"Warehouse Club",Middle-Aged,"Discount on Selected Items",764.08,16,47.76,82
2022,December,4,Dallas,"Warehouse Club",Middle-Aged,"No Promotion",688.15,11,62.56,61
2022,December,4,Dallas,"Warehouse Club",Professional,"BOGO (Buy One Get One)",209.33,4,52.33,19
2022,December,4,Dallas,"Warehouse Club",Professional,"Discount on Selected Items",624.24,14,44.59,72
2022,December,4,Dallas,"Warehouse Club",Professional,"No Promotion",665.25,14,47.52,76
2022,December,4,Dallas,"Warehouse Club",Retiree,"BOGO (Buy One Get One)",767.00,15,51.13,80
2022,December,4,Dallas,"Warehouse Club",Retiree,"Discount on Selected Items",631.70,13,48.59,53
2022,December,4,Dallas,"Warehouse Club",Retiree,"No Promotion",776.62,14,55.47,93
2022,December,4,Dallas,"Warehouse Club","Senior Citizen","BOGO (Buy One Get One)",630.02,15,42.00,86
2022,December,4,Dallas,"Warehouse Club","Senior Citizen","Discount on Selected Items",325.45,7,46.49,50
2022,December,4,Dallas,"Warehouse Club","Senior Citizen","No Promotion",550.96,10,55.10,49
2022,December,4,Dallas,"Warehouse Club",Student,"BOGO (Buy One Get One)",655.04,13,50.39,73
2022,December,4,Dallas,"Warehouse Club",Student,"Discount on Selected Items",675.86,15,45.06,85
2022,December,4,Dallas,"Warehouse Club",Student,"No Promotion",545.37,9,60.60,68
2022,December,4,Dallas,"Warehouse Club",Teenager,"BOGO (Buy One Get One)",931.37,17,54.79,77
2022,December,4,Dallas,"Warehouse Club",Teenager,"Discount on Selected Items",800.65,15,53.38,93
2022,December,4,Dallas,"Warehouse Club",Teenager,"No Promotion",720.18,15,48.01,79
2022,December,4,Dallas,"Warehouse Club","Young Adult","BOGO (Buy One Get One)",885.75,16,55.36,99
2022,December,4,Dallas,"Warehouse Club","Young Adult","Discount on Selected Items",477.15,8,59.64,48
2022,December,4,Dallas,"Warehouse Club","Young Adult","No Promotion",557.29,12,46.44,55
2022,December,4,Houston,"Convenience Store",Homemaker,"BOGO (Buy One Get One)",545.65,12,45.47,67
2022,December,4,Houston,"Convenience Store",Homemaker,"Discount on Selected Items",535.91,11,48.72,63
2022,December,4,Houston,"Convenience Store",Homemaker,"No Promotion",808.42,16,50.53,119
2022,December,4,Houston,"Convenience Store",Middle-Aged,"BOGO (Buy One Get One)",731.61,11,66.51,55
2022,December,4,Houston,"Convenience Store",Middle-Aged,"Discount on Selected Items",695.18,13,53.48,96
2022,December,4,Houston,"Convenience Store",Middle-Aged,"No Promotion",901.93,20,45.10,125
2022,December,4,Houston,"Convenience Store",Professional,"BOGO (Buy One Get One)",1006.66,16,62.92,97
2022,December,4,Houston,"Convenience Store",Professional,"Discount on Selected Items",799.86,15,53.32,90
2022,December,4,Houston,"Convenience Store",Professional,"No Promotion",589.64,11,53.60,45
2022,December,4,Houston,"Convenience Store",Retiree,"BOGO (Buy One Get One)",519.41,10,51.94,62
2022,December,4,Houston,"Convenience Store",Retiree,"Discount on Selected Items",680.00,12,56.67,56
2022,December,4,Houston,"Convenience Store",Retiree,"No Promotion",695.55,17,40.91,111
2022,December,4,Houston,"Convenience Store","Senior Citizen","BOGO (Buy One Get One)",582.39,12,48.53,70
2022,December,4,Houston,"Convenience Store","Senior Citizen","Discount on Selected Items",639.36,12,53.28,67
2022,December,4,Houston,"Convenience Store","Senior Citizen","No Promotion",696.70,12,58.06,67
2022,December,4,Houston,"Convenience Store",Student,"BOGO (Buy One Get One)",772.85,15,51.52,68
2022,December,4,Houston,"Convenience Store",Student,"Discount on Selected Items",505.97,10,50.60,60
2022,December,4,Houston,"Convenience Store",Student,"No Promotion",691.34,12,57.61,58
2022,December,4,Houston,"Convenience Store",Teenager,"BOGO (Buy One Get One)",324.60,6,54.10,37
2022,December,4,Houston,"Convenience Store",Teenager,"Discount on Selected Items",512.38,10,51.24,54
2022,December,4,Houston,"Convenience Store",Teenager,"No Promotion",807.12,17,47.48,93
2022,December,4,Houston,"Convenience Store","Young Adult","BOGO (Buy One Get One)",824.95,16,51.56,71
2022,December,4,Houston,"Convenience Store","Young Adult","Discount on Selected Items",760.20,16,47.51,91
2022,December,4,Houston,"Convenience Store","Young Adult","No Promotion",802.23,14,57.30,81
2022,December,4,Houston,"Department Store",Homemaker,"BOGO (Buy One Get One)",647.37,12,53.95,82
2022,December,4,Houston,"Department Store",Homemaker,"Discount on Selected Items",948.20,15,63.21,76
2022,December,4,Houston,"Department Store",Homemaker,"No Promotion",708.98,14,50.64,77
2022,December,4,Houston,"Department Store",Middle-Aged,"BOGO (Buy One Get One)",603.25,12,50.27,77
2022,December,4,Houston,"Department Store",Middle-Aged,"Discount on Selected Items",457.40,8,57.18,27
2022,December,4,Houston,"Department Store",Middle-Aged,"No Promotion",472.75,11,42.98,68
2022,December,4,Houston,"Department Store",Professional,"BOGO (Buy One Get One)",622.49,13,47.88,57
2022,December,4,Houston,"Department Store",Professional,"Discount on Selected Items",462.20,9,51.36,49
2022,December,4,Houston,"Department Store",Professional,"No Promotion",561.91,10,56.19,57
2022,December,4,Houston,"Department Store",Retiree,"BOGO (Buy One Get One)",492.57,9,54.73,49
2022,December,4,Houston,"Department Store",Retiree,"Discount on Selected Items",1005.35,19,52.91,106
2022,December,4,Houston,"Department Store",Retiree,"No Promotion",864.27,13,66.48,66
2022,December,4,Houston,"Department Store","Senior Citizen","BOGO (Buy One Get One)",371.79,7,53.11,32
2022,December,4,Houston,"Department Store","Senior Citizen","Discount on Selected Items",726.04,16,45.38,68
2022,December,4,Houston,"Department Store","Senior Citizen","No Promotion",523.93,12,43.66,65
2022,December,4,Houston,"Department Store",Student,"BOGO (Buy One Get One)",904.71,13,69.59,76
2022,December,4,Houston,"Department Store",Student,"Discount on Selected Items",714.70,13,54.98,74
2022,December,4,Houston,"Department Store",Student,"No Promotion",397.81,10,39.78,57
2022,December,4,Houston,"Department Store",Teenager,"BOGO (Buy One Get One)",785.43,14,56.10,83
2022,December,4,Houston,"Department Store",Teenager,"Discount on Selected Items",340.42,8,42.55,50
2022,December,4,Houston,"Department Store",Teenager,"No Promotion",857.37,13,65.95,90
2022,December,4,Houston,"Department Store","Young Adult","BOGO (Buy One Get One)",710.19,9,78.91,64
2022,December,4,Houston,"Department Store","Young Adult","Discount on Selected Items",464.80,9,51.64,46
2022,December,4,Houston,"Department Store","Young Adult","No Promotion",300.92,8,37.62,51
2022,December,4,Houston,Pharmacy,Homemaker,"BOGO (Buy One Get One)",551.18,12,45.93,64
2022,December,4,Houston,Pharmacy,Homemaker,"Discount on Selected Items",292.28,6,48.71,39
2022,December,4,Houston,Pharmacy,Homemaker,"No Promotion",587.38,14,41.96,97
2022,December,4,Houston,Pharmacy,Middle-Aged,"BOGO (Buy One Get One)",659.18,14,47.08,85
2022,December,4,Houston,Pharmacy,Middle-Aged,"Discount on Selected Items",577.84,11,52.53,53
2022,December,4,Houston,Pharmacy,Middle-Aged,"No Promotion",644.11,13,49.55,80
2022,December,4,Houston,Pharmacy,Professional,"BOGO (Buy One Get One)",1146.29,19,60.33,110
2022,December,4,Houston,Pharmacy,Professional,"Discount on Selected Items",429.15,7,61.31,39
2022,December,4,Houston,Pharmacy,Professional,"No Promotion",481.22,10,48.12,63
2022,December,4,Houston,Pharmacy,Retiree,"BOGO (Buy One Get One)",688.46,14,49.18,93
2022,December,4,Houston,Pharmacy,Retiree,"Discount on Selected Items",683.59,11,62.14,47
2022,December,4,Houston,Pharmacy,Retiree,"No Promotion",548.78,8,68.60,33
2022,December,4,Houston,Pharmacy,"Senior Citizen","BOGO (Buy One Get One)",942.16,17,55.42,86
2022,December,4,Houston,Pharmacy,"Senior Citizen","Discount on Selected Items",328.47,7,46.92,56
2022,December,4,Houston,Pharmacy,"Senior Citizen","No Promotion",562.04,10,56.20,54
2022,December,4,Houston,Pharmacy,Student,"BOGO (Buy One Get One)",674.14,11,61.29,50
2022,December,4,Houston,Pharmacy,Student,"Discount on Selected Items",703.98,12,58.67,63
2022,December,4,Houston,Pharmacy,Student,"No Promotion",733.82,14,52.42,91
2022,December,4,Houston,Pharmacy,Teenager,"BOGO (Buy One Get One)",638.43,11,58.04,62
2022,December,4,Houston,Pharmacy,Teenager,"Discount on Selected Items",544.38,10,54.44,57
2022,December,4,Houston,Pharmacy,Teenager,"No Promotion",755.42,19,39.76,81
2022,December,4,Houston,Pharmacy,"Young Adult","BOGO (Buy One Get One)",704.43,15,46.96,84
2022,December,4,Houston,Pharmacy,"Young Adult","Discount on Selected Items",638.23,13,49.09,72
2022,December,4,Houston,Pharmacy,"Young Adult","No Promotion",1155.20,23,50.23,131
2022,December,4,Houston,"Specialty Store",Homemaker,"BOGO (Buy One Get One)",775.94,16,48.50,108
2022,December,4,Houston,"Specialty Store",Homemaker,"Discount on Selected Items",664.27,14,47.45,72
2022,December,4,Houston,"Specialty Store",Homemaker,"No Promotion",879.43,16,54.96,103
2022,December,4,Houston,"Specialty Store",Middle-Aged,"BOGO (Buy One Get One)",805.71,20,40.29,113
2022,December,4,Houston,"Specialty Store",Middle-Aged,"Discount on Selected Items",350.16,9,38.91,54
2022,December,4,Houston,"Specialty Store",Middle-Aged,"No Promotion",659.24,14,47.09,83
2022,December,4,Houston,"Specialty Store",Professional,"BOGO (Buy One Get One)",784.11,12,65.34,75
2022,December,4,Houston,"Specialty Store",Professional,"Discount on Selected Items",484.35,11,44.03,51
2022,December,4,Houston,"Specialty Store",Professional,"No Promotion",949.71,20,47.49,106
2022,December,4,Houston,"Specialty Store",Retiree,"BOGO (Buy One Get One)",330.41,6,55.07,29
2022,December,4,Houston,"Specialty Store",Retiree,"Discount on Selected Items",583.88,16,36.49,92
2022,December,4,Houston,"Specialty Store",Retiree,"No Promotion",837.94,18,46.55,101
2022,December,4,Houston,"Specialty Store","Senior Citizen","BOGO (Buy One Get One)",714.31,14,51.02,69
2022,December,4,Houston,"Specialty Store","Senior Citizen","Discount on Selected Items",280.83,10,28.08,65
2022,December,4,Houston,"Specialty Store","Senior Citizen","No Promotion",674.77,13,51.91,79
2022,December,4,Houston,"Specialty Store",Student,"BOGO (Buy One Get One)",1122.30,21,53.44,100
2022,December,4,Houston,"Specialty Store",Student,"Discount on Selected Items",451.27,10,45.13,54
2022,December,4,Houston,"Specialty Store",Student,"No Promotion",1112.63,24,46.36,118
2022,December,4,Houston,"Specialty Store",Teenager,"BOGO (Buy One Get One)",457.74,9,50.86,52
2022,December,4,Houston,"Specialty Store",Teenager,"Discount on Selected Items",755.69,13,58.13,64
2022,December,4,Houston,"Specialty Store",Teenager,"No Promotion",919.04,16,57.44,100
2022,December,4,Houston,"Specialty Store","Young Adult","BOGO (Buy One Get One)",673.85,16,42.12,98
2022,December,4,Houston,"Specialty Store","Young Adult","Discount on Selected Items",587.57,16,36.72,109
2022,December,4,Houston,"Specialty Store","Young Adult","No Promotion",633.72,12,52.81,61
2022,December,4,Houston,Supermarket,Homemaker,"BOGO (Buy One Get One)",486.23,13,37.40,67
2022,December,4,Houston,Supermarket,Homemaker,"Discount on Selected Items",765.44,13,58.88,75
2022,December,4,Houston,Supermarket,Homemaker,"No Promotion",479.77,9,53.31,53
2022,December,4,Houston,Supermarket,Middle-Aged,"BOGO (Buy One Get One)",534.27,10,53.43,64
2022,December,4,Houston,Supermarket,Middle-Aged,"Discount on Selected Items",987.35,15,65.82,75
2022,December,4,Houston,Supermarket,Middle-Aged,"No Promotion",322.57,6,53.76,29
2022,December,4,Houston,Supermarket,Professional,"BOGO (Buy One Get One)",444.07,9,49.34,41
2022,December,4,Houston,Supermarket,Professional,"Discount on Selected Items",630.67,12,52.56,69
2022,December,4,Houston,Supermarket,Professional,"No Promotion",776.45,13,59.73,68
2022,December,4,Houston,Supermarket,Retiree,"BOGO (Buy One Get One)",771.49,14,55.11,83
2022,December,4,Houston,Supermarket,Retiree,"Discount on Selected Items",481.34,8,60.17,51
2022,December,4,Houston,Supermarket,Retiree,"No Promotion",830.67,14,59.33,81
2022,December,4,Houston,Supermarket,"Senior Citizen","BOGO (Buy One Get One)",435.25,8,54.41,37
